owning_agency_name,reporting_agency_name,submission_period,federal_account_symbol,federal_account_name,agency_identifier_name,budget_function,budget_subfunction,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,transaction_obligated_amount,gross_outlay_amount_FYB_to_period_end,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,award_unique_key,award_id_piid,parent_award_id_piid,award_id_fain,award_id_uri,award_base_action_date,award_base_action_date_fiscal_year,award_latest_action_date,award_latest_action_date_fiscal_year,period_of_performance_start_date,period_of_performance_current_end_date,ordering_period_end_date,award_type_code,award_type,idv_type_code,idv_type,prime_award_base_transaction_description,awarding_agency_code,awarding_agency_name,awarding_subagency_code,awarding_subagency_name,awarding_office_code,awarding_office_name,funding_agency_code,funding_agency_name,funding_sub_agency_code,funding_sub_agency_name,funding_office_code,funding_office_name,recipient_uei,recipient_duns,recipient_name,recipient_name_raw,recipient_parent_uei,recipient_parent_duns,recipient_parent_name,recipient_parent_name_raw,recipient_country,recipient_state,recipient_county,recipient_city,prime_award_summary_recipient_cd_original,prime_award_summary_recipient_cd_current,recipient_zip_code,primary_place_of_performance_country,primary_place_of_performance_state,primary_place_of_performance_county,prime_award_summary_place_of_performance_cd_original,prime_award_summary_place_of_performance_cd_current,primary_place_of_performance_zip_code,cfda_number,cfda_title,product_or_service_code,product_or_service_code_description,naics_code,naics_description,national_interest_action_code,national_interest_action,usaspending_permalink,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,2988.45,,,,,EPW170110007,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,17.12,,,,,EPW170110049,EPW17011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,-0.65,,,,,EPW170190001,EPW17019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,25.2,Other services from non-Federal sources,D,Q,,-0.01,,,,,EPW170220005,EPW17022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,31.0,Equipment,D,Q,,2766.10,,,,,68HE0123F0027,68HERH22A0017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,31.0,Equipment,D,Q,,200.00,,,,,68HE0323P0030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,31.0,Equipment,D,Q,,4455.99,,,,,68HE0723P0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F8,IT / DATA MANAGEMENT,31.0,Equipment,D,Q,,1473.89,,,,,68HE0723P0044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F9,LEGAL ADVICE: ENVIRONMENTAL PROGRAM,25.1,Advisory and assistance services,D,Q,,900.00,,,,,68HERH23P0113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G4,REGIONAL SCIENCE AND TECHNOLOGY,25.2,Other services from non-Federal sources,D,Q,,3000.00,,,,,68HE0923P0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00H3,CHILDREN & OTHER SENSITIVE POPULATIONS: AGENCY COORDINATION,25.2,Other services from non-Federal sources,D,Q,,0.01,,,,,GS00F010CAEPG16H01019,GS00F010CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00H5,REDUCE RISKS FROM INDOOR AIR,12.1,Civilian personnel benefits,D,Q,,160.00,,,,,2333BQR025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00H5,REDUCE RISKS FROM INDOOR AIR,25.1,Advisory and assistance services,D,Q,,5850.00,,,,,T2333BQR019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,12.1,Civilian personnel benefits,D,Q,,160.00,,,,,2332JPL003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,12.1,Civilian personnel benefits,D,Q,,152.50,,,,,2332JPL004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,12.1,Civilian personnel benefits,D,Q,,152.50,,,,,2332JPL005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,2150.00,,,,,T2326F10018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,295.00,,,,,T2332ATR007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,395.00,,,,,T2332ATR008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,300.00,,,,,T2332ATR012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,1049.00,,,,,T2332ATR013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,650.00,,,,,T2332ATR014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,1159.00,,,,,T2332ATR016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J1,PESTICIDES: PROTECT HUMAN HEALTH FROM PESTICIDE RISK,25.2,Other services from non-Federal sources,D,Q,,3750.00,,,,,T2232ATR019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J2,PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,25.1,Advisory and assistance services,D,Q,,-1299.00,,,,,T2232ETR014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J2,PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,25.2,Other services from non-Federal sources,D,Q,,5288.64,,,,,68HERD23F0119,NNG15SD26B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J2,PESTICIDES: PROTECT THE ENVIRONMENT FROM PESTICIDE RISK,26.0,Supplies and materials,D,Q,,73.14,,,,,2332EMO001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J3,PESTICIDES: REALIZE THE VALUE OF PESTICIDE AVAILABILITY,25.1,Advisory and assistance services,D,Q,,1450.00,,,,,T2338CTR007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J4,INTERNATIONAL SOURCES OF POLLUTION,12.1,Civilian personnel benefits,D,Q,,160.00,,,,,2313MAM003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J4,INTERNATIONAL SOURCES OF POLLUTION,25.2,Other services from non-Federal sources,D,Q,,1400.00,,,,,2313MAM002_PANAMA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J4,INTERNATIONAL SOURCES OF POLLUTION,41.0,"Grants, subsidies, and contributions",D,Q,,1613.06,,,,,3323EPANACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J5,TRADE AND GOVERNANCE,41.0,"Grants, subsidies, and contributions",D,K,United States-Mexico-Canada Agreement Implementation Act,500000.00,,,,,3323EPANACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J5,TRADE AND GOVERNANCE,41.0,"Grants, subsidies, and contributions",D,Q,,1261801.66,,,,,3323EPANACE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00J7,GREAT LAKES RESTORATION,25.2,Other services from non-Federal sources,D,Q,,234.00,,,,,68HE0523P0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00K5,GEOGRAPHIC PROGRAM: PUGET SOUND,11.8,Special personal services payments,D,Q,,-137891.00,,,,,2210MPI002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00K5,GEOGRAPHIC PROGRAM: PUGET SOUND,11.8,Special personal services payments,D,Q,,11914.56,,,,,R101712121E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0108,"Environmental Programs and Management, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00K5,GEOGRAPHIC PROGRAM: PUGET SOUND,11.8,Special personal services payments,D,Q,,137891.00,,,,,R101712324E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P07,068-0110,"Buildings and Facilities, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00F2,FACILITIES INFRASTRUCTURE AND OPERATIONS,32.0,Land and structures,D,Q,,6627.65,,,,,1,EPC17028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P08,068-0112,"Office of Inspector General, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G2,"AUDITS, EVALUATIONS, AND INVESTIGATIONS",12.1,Civilian personnel benefits,D,Q,,152.90,,,,,2335HNR053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-06-29
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0112,"Office of Inspector General, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G2,"AUDITS, EVALUATIONS, AND INVESTIGATIONS",12.1,Civilian personnel benefits,D,Q,,339.28,,,,,2335PAR202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0112,"Office of Inspector General, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G2,"AUDITS, EVALUATIONS, AND INVESTIGATIONS",12.1,Civilian personnel benefits,D,Q,,339.28,,,,,2335PAR203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0112,"Office of Inspector General, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G2,"AUDITS, EVALUATIONS, AND INVESTIGATIONS",12.1,Civilian personnel benefits,D,Q,,246.17,,,,,2335PAR204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0112,"Office of Inspector General, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G2,"AUDITS, EVALUATIONS, AND INVESTIGATIONS",12.1,Civilian personnel benefits,D,Q,,339.28,,,,,2335PAR205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,068-0112,"Office of Inspector General, Environmental Protection Agency",Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,00G2,"AUDITS, EVALUATIONS, AND INVESTIGATIONS",12.1,Civilian personnel benefits,D,Z,Infrastructure Investment and Jobs Act,152.90,,,,,2335BAR048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-08-09
