owning_agency_name,reporting_agency_name,submission_period,agency_identifier_name,budget_function,budget_subfunction,federal_account_symbol,federal_account_name,program_activity_code,program_activity_name,object_class_code,object_class_name,direct_or_reimbursable_funding_source,disaster_emergency_fund_code,disaster_emergency_fund_name,obligations_incurred,obligations_undelivered_orders_unpaid_total,obligations_undelivered_orders_unpaid_total_FYB,USSGL480100_undelivered_orders_obligations_unpaid,USSGL480100_undelivered_orders_obligations_unpaid_FYB,USSGL488100_upward_adj_prior_year_undeliv_orders_oblig_unpaid,obligations_delivered_orders_unpaid_total,obligations_delivered_orders_unpaid_total_FYB,USSGL490100_delivered_orders_obligations_unpaid,USSGL490100_delivered_orders_obligations_unpaid_FYB,USSGL498100_upward_adj_of_prior_year_deliv_orders_oblig_unpaid,gross_outlay_amount_FYB_to_period_end,gross_outlay_amount_FYB,gross_outlays_undelivered_orders_prepaid_total,gross_outlays_undelivered_orders_prepaid_total_FYB,USSGL480200_undelivered_orders_obligations_prepaid_advanced,USSGL480200_undelivered_orders_obligations_prepaid_advanced_FYB,USSGL488200_upward_adj_prior_year_undeliv_orders_oblig_prepaid,gross_outlays_delivered_orders_paid_total,gross_outlays_delivered_orders_paid_total_FYB,USSGL490200_delivered_orders_obligations_paid,USSGL490800_authority_outlayed_not_yet_disbursed,USSGL490800_authority_outlayed_not_yet_disbursed_FYB,USSGL498200_upward_adj_of_prior_year_deliv_orders_oblig_paid,deobligations_or_recoveries_or_refunds_from_prior_year,USSGL487100_downward_adj_prior_year_unpaid_undeliv_orders_oblig,USSGL497100_downward_adj_prior_year_unpaid_deliv_orders_oblig,USSGL487200_downward_adj_prior_year_prepaid_undeliv_order_oblig,USSGL497200_downward_adj_of_prior_year_paid_deliv_orders_oblig,USSGL483100_undelivered_orders_obligations_transferred_unpaid,USSGL493100_delivered_orders_obligations_transferred_unpaid,USSGL483200_undeliv_orders_oblig_transferred_prepaid_advanced,last_modified_date
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C6,SUPERFUND:  EMERGENCY RESPONSE AND REMOVAL,32.0,Land and structures,R,Q,,0.00,-1528.61,280.06,-1528.61,280.06,0.00,1528.61,1528.61,1528.61,-280.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C9,SUPERFUND:  FEDERAL FACILITIES,26.0,Supplies and materials,R,Q,,1014.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1014.78,0.00,0.00,0.00,0.00,0.00,0.00,1014.78,0.00,1014.78,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00C9,SUPERFUND:  FEDERAL FACILITIES,32.0,Land and structures,R,Q,,0.00,-98.10,0.00,-98.10,0.00,0.00,98.10,98.10,98.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.1,Full-time permanent,D,Q,,85368680.19,2166.80,-10466.20,2166.80,-10466.20,0.00,212041.10,212041.10,212041.10,2181233.19,0.00,87325239.28,0.00,0.00,0.00,0.00,0.00,0.00,87325239.28,0.00,87325239.28,0.00,0.00,0.00,-745.11,0.00,0.00,0.00,-745.11,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.1,Full-time permanent,R,Q,,16359.01,-793.31,-3029.10,-793.31,-3029.10,0.00,-7861.65,-7861.65,-7861.65,-4570.46,0.00,17414.41,0.00,0.00,0.00,0.00,0.00,0.00,17414.41,0.00,17414.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.3,Other than full-time permanent,D,Q,,2264877.49,0.00,0.00,0.00,0.00,0.00,-28098.27,-28098.27,-28098.27,48837.10,0.00,2341812.86,0.00,0.00,0.00,0.00,0.00,0.00,2341812.86,0.00,2341812.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.3,Other than full-time permanent,R,Q,,94421.01,0.00,0.00,0.00,0.00,0.00,4564.38,4564.38,4564.38,4575.74,0.00,94432.37,0.00,0.00,0.00,0.00,0.00,0.00,94432.37,0.00,94432.37,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.5,Other personnel compensation,D,Q,,495190.34,0.00,0.00,0.00,0.00,0.00,1010.41,1010.41,1010.41,641.33,0.00,494821.26,0.00,0.00,0.00,0.00,0.00,0.00,494821.26,0.00,494821.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.5,Other personnel compensation,R,Q,,1997.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1997.00,0.00,0.00,0.00,0.00,0.00,0.00,1997.00,0.00,1997.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.7,Military personnel,D,Q,,158985.44,0.00,0.00,0.00,0.00,0.00,3317.70,3317.70,3317.70,-2825.73,0.00,152842.01,0.00,0.00,0.00,0.00,0.00,0.00,152842.01,0.00,152842.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.7,Military personnel,R,Q,,86510.10,0.00,0.00,0.00,0.00,0.00,-10069.53,-10069.53,-10069.53,-10069.53,0.00,86510.10,0.00,0.00,0.00,0.00,0.00,0.00,86510.10,0.00,86510.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.8,Special personal services payments,D,Q,,65218.00,31779.51,0.00,31779.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,33438.49,0.00,0.00,0.00,0.00,0.00,0.00,33438.49,0.00,33438.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,11.8,Special personal services payments,R,Q,,8746.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8746.50,0.00,0.00,0.00,0.00,0.00,0.00,8746.50,0.00,8746.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,12.1,Civilian personnel benefits,D,Q,,32491755.92,-1407.20,-2671.67,-1407.20,-2671.67,0.00,143570.20,143570.20,143570.20,881259.64,0.00,33228180.89,-48901.50,-38356.48,-38356.48,-38356.48,-48901.50,0.00,33217635.87,0.00,33217635.87,0.00,0.00,0.00,-1424.83,-1424.83,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,12.1,Civilian personnel benefits,R,Q,,54542.69,30258.93,4249.55,30258.93,4249.55,0.00,54361.03,54361.03,54361.03,55785.17,0.00,29957.45,48512.59,-1753.11,-1753.11,-1753.11,48512.59,0.00,80223.15,0.00,80223.15,0.00,0.00,0.00,-30258.93,-30258.93,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,12.2,Military personnel benefits,D,Q,,8060.03,0.00,0.00,0.00,0.00,0.00,946.08,946.08,946.08,741.84,0.00,7855.79,0.00,0.00,0.00,0.00,0.00,0.00,7855.79,0.00,7855.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,12.2,Military personnel benefits,R,Q,,11921.74,0.00,0.00,0.00,0.00,0.00,-1519.17,-1519.17,-1519.17,-1519.17,0.00,11921.74,0.00,0.00,0.00,0.00,0.00,0.00,11921.74,0.00,11921.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,13.0,Benefits for former personnel,D,Q,,50250.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50250.10,0.00,0.00,0.00,0.00,0.00,0.00,50250.10,0.00,50250.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,13.0,Benefits for former personnel,R,Q,,4856.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4856.28,0.00,0.00,0.00,0.00,0.00,0.00,4856.28,0.00,4856.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,21.0,Travel and transportation of persons,D,Q,,1065190.46,44934.26,27445.33,34599.18,27445.33,10335.08,192986.70,192986.70,192543.21,282480.84,443.49,1137195.67,306.13,-421.10,-421.10,-421.10,306.13,0.00,1137922.90,0.00,1137922.90,0.00,0.00,0.00,-83668.96,-70096.93,-3.00,0.00,-13569.03,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,21.0,Travel and transportation of persons,R,Q,,149377.48,-9641.70,-15086.68,-17333.02,-15086.68,7691.32,25994.77,25994.77,25994.37,19133.36,0.40,137071.09,4816.71,0.00,0.00,0.00,4816.71,0.00,141887.80,0.00,141887.80,0.00,0.00,0.00,-5196.22,-5196.22,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,22.0,Transportation of things,D,Q,,5771.51,2963.22,0.00,2963.22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2808.29,6223.39,6223.39,6223.39,6223.39,6223.39,0.00,2808.29,0.00,2808.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,22.0,Transportation of things,R,Q,,9753.54,15215.62,0.00,15215.62,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5462.08,25845.91,-373.39,-373.39,-373.39,25845.91,0.00,20757.22,0.00,20757.22,0.00,0.00,0.00,-15215.62,-15215.62,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,23.3,"Communications, utilities, and miscellaneous charges",D,Q,,1407.96,-2652.60,-2652.60,-2652.60,-2652.60,0.00,-26.29,-26.29,-26.29,267.59,0.00,1701.84,0.00,0.00,0.00,0.00,0.00,0.00,1701.84,0.00,1701.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,24.0,Printing and reproduction,D,Q,,190528.97,147273.44,173455.49,147273.44,173455.49,0.00,0.00,0.00,0.00,0.00,0.00,216711.02,-174981.44,-175103.39,-175103.39,-175103.39,-174981.44,0.00,216832.97,0.00,216832.97,0.00,0.00,0.00,-4557.00,-4557.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.1,Advisory and assistance services,D,Q,,12941885.60,822806.78,612694.48,712966.76,612694.48,109840.02,0.00,0.00,0.00,3027.76,0.00,12734801.06,676724.43,1790051.10,1790051.10,1790051.10,676724.43,0.00,11621474.39,0.00,11621474.39,0.00,0.00,0.00,-2093463.55,-2093169.50,0.00,0.00,-294.05,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.2,Other services from non-Federal sources,D,Q,,19489626.66,-3312495.10,-2449928.29,-3329881.49,-2449928.29,17386.39,-1054183.11,-1054183.11,-1054183.67,-130406.22,0.56,21275970.36,0.00,0.00,0.00,0.00,0.00,0.00,21275970.36,0.00,21275970.36,0.00,0.00,0.00,-1621263.28,-1618858.28,-2405.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.2,Other services from non-Federal sources,R,Q,,51870.86,300499.09,331288.70,300499.09,331288.70,0.00,-20052.09,-20052.09,-20052.09,-9985.61,0.00,92726.95,0.00,0.00,0.00,0.00,0.00,0.00,92726.95,0.00,92726.95,0.00,0.00,0.00,-24791.79,0.00,0.00,0.00,-24791.79,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.3,Other goods and services from Federal sources,D,Q,,1158480.18,-1672725.56,-1895796.05,-1672725.56,-1895796.05,0.00,0.00,0.00,0.00,0.00,0.00,935409.69,0.00,0.00,0.00,0.00,0.00,0.00,935409.69,0.00,935409.69,0.00,0.00,0.00,-22056.60,-22056.60,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.3,Other goods and services from Federal sources,R,Q,,16145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,16145.00,0.00,0.00,0.00,0.00,0.00,0.00,16145.00,0.00,16145.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.4,Operation and maintenance of facilities,D,Q,,0.00,-29824.94,-6173.44,-29824.94,-6173.44,0.00,0.00,0.00,0.00,0.00,0.00,23651.50,0.00,0.00,0.00,0.00,0.00,0.00,23651.50,0.00,23651.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.5,Research and development contracts,D,Q,,852.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,852.00,0.00,0.00,0.00,0.00,0.00,0.00,852.00,0.00,852.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.7,Operation and maintenance of equipment,D,Q,,183895.30,6256.63,-18800.75,6256.63,-18800.75,0.00,1481.01,1481.01,1481.01,-45.93,0.00,157310.98,0.00,0.00,0.00,0.00,0.00,0.00,157310.98,0.00,157310.98,0.00,0.00,0.00,-7978.52,-7978.52,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,25.7,Operation and maintenance of equipment,R,Q,,594.71,927.76,0.00,927.76,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-333.05,1598.70,0.00,0.00,0.00,1598.70,0.00,1265.65,0.00,1265.65,0.00,0.00,0.00,-927.76,-927.76,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,26.0,Supplies and materials,D,Q,,489518.73,-51617.13,10669.90,-51617.13,10669.90,0.00,-4689.55,-4689.55,-4689.55,-9284.65,0.00,547210.66,0.00,0.00,0.00,0.00,0.00,0.00,547210.66,0.00,547210.66,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,31.0,Equipment,D,Q,,303453.89,112346.30,-78949.26,112346.30,-78949.26,0.00,2140.32,2140.32,2140.32,1011.48,0.00,111029.49,0.00,0.00,0.00,0.00,0.00,0.00,111029.49,0.00,111029.49,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,32.0,Land and structures,D,Q,,0.00,-10531.22,20131.73,-10531.22,20131.73,0.00,10531.22,10531.22,10531.22,-20131.73,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
Environmental Protection Agency,Environmental Protection Agency,FY2023P09,Environmental Protection Agency,Natural Resources and Environment,Pollution control and abatement,068-0108,"Environmental Programs and Management, Environmental Protection Agency",00D4,SURFACE WATER PROTECTION,41.0,"Grants, subsidies, and contributions",D,Q,,1371657.84,-5169597.20,-3387789.74,-5169597.20,-3387789.74,0.00,30852.25,30852.25,30852.25,5334.04,0.00,3127947.09,0.00,0.00,0.00,0.00,0.00,0.00,3127947.09,0.00,3127947.09,0.00,0.00,0.00,-252518.78,-252518.78,0.00,0.00,0.00,0.00,0.00,0.00,2023-08-09
